kode_provinsi,nama_provinsi,kode_provinsi_dagri,nama_provinsi_dagri,kode_kabupaten,nama_kabupaten,kode_kabupaten_dagri,nama_kabupaten_dagri,kode_kecamatan,nama_kecamatan,kode_kecamatan_dagri,nama_kecamatan_dagri
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101010,TEUPAH SELATAN,110907,Teupah Selatan
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101020,SIMEULUE TIMUR,110904,Simeulue Timur
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101021,TEUPAH BARAT,110903,Teupah Barat
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101022,TEUPAH TENGAH,110909,Teupah Tengah
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101030,SIMEULUE TENGAH,110901,Simeulue Tengah
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101031,TELUK DALAM,110905,Teluk Dalam
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101032,SIMEULUE CUT,110910,Simeulue Cut
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101040,SALANG,110902,Salang
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101050,SIMEULUE BARAT,110906,Simeulue Barat
11,ACEH,11,ACEH,1101,KAB. SIMEULUE,1109,KAB. SIMEULUE,1101051,ALAFAN,110908,Alafan
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102010,PULAU BANYAK,111001,Pulau Banyak
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102011,PULAU BANYAK BARAT,111016,Pulau Banyak Barat
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102020,SINGKIL,111004,Singkil
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102021,SINGKIL UTARA,111010,Singkil Utara
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102022,KUALA BARU,111014,Kuala Baru
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102030,SIMPANG KANAN,111002,Simpang Kanan
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102031,GUNUNG MERIAH,111006,Gunung Meriah
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102032,DANAU PARIS,111011,Danau Paris
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102033,SURO,111012,Suro Makmur
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102042,SINGKOHOR,111013,Singkohor
11,ACEH,11,ACEH,1102,KAB. ACEH SINGKIL,1110,KAB. ACEH SINGKIL,1102043,KOTA BAHARU,111009,Kota Baharu
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103010,TRUMON,110109,Trumon
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103011,TRUMON TIMUR,110116,Trumon Timur
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103012,TRUMON TENGAH,110118,Trumon Tengah
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103020,BAKONGAN,110101,Bakongan
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103021,BAKONGAN TIMUR,110115,Bakongan Timur
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103022,KOTA BAHAGIA,110117,Kota Bahagia
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103030,KLUET SELATAN,110103,Kluet Selatan
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103031,KLUET TIMUR,110114,Kluet Timur
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103040,KLUET UTARA,110102,Kluet Utara
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103041,PASIE RAJA,110110,Pasi Raja
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103042,KLUET TENGAH,110113,Kluet Tengah
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103050,TAPAK TUAN,110108,Tapaktuan
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103060,SAMA DUA,110106,Samadua
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103070,SAWANG,110107,Sawang
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103080,MEUKEK,110105,Meukek
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103090,LABUHAN HAJI,110104,Labuhanhaji
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103091,LABUHAN HAJI TIMUR,110111,Labuhan Haji Timur
11,ACEH,11,ACEH,1103,KAB. ACEH SELATAN,1101,KAB. ACEH SELATAN,1103092,LABUHAN HAJI BARAT,110112,Labuhan Haji Barat
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104010,LAWE ALAS,110201,Lawe Alas
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104011,BABUL RAHMAH,110211,Babul Rahmah
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104012,TANOH ALAS,110215,Tanoh Alas
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104020,LAWE SIGALA-GALA,110202,Lawe Sigala-Gala
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104021,BABUL MAKMUR,110206,Babul Makmur
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104022,SEMADAM,110210,Semadam
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104023,LEUSER,110216,Leuser
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104030,BAMBEL,110203,Bambel
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104031,BUKIT TUSAM,110209,Bukit Tusam
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104032,LAWE SUMUR,110214,Lawe Sumur
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104040,BABUSSALAM,110204,Babussalam
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104041,LAWE BULAN,110208,Lawe Bulan
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104050,BADAR,110205,Badar
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104051,DARUL HASANAH,110207,Darul Hasanah
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104052,KETAMBE,110212,Ketambe
11,ACEH,11,ACEH,1104,KAB. ACEH TENGGARA,1102,KAB. ACEH TENGGARA,1104053,DELENG POKHKISEN,110213,Deleng Pokhkisen
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105080,SERBA JADI,110305,Serbajadi
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105081,SIMPANG JERNIH,110320,Simpang Jernih
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105082,PEUNARON,110324,Peunaron
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105090,BIREM BAYEUN,110304,Birem Bayeun
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105100,RANTAU SELAMAT,110308,Rantau Selamat
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105101,SUNGAI RAYA,110319,Sungai Raya
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105110,PEUREULAK,110307,Peureulak
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105111,PEUREULAK TIMUR,110317,Peureulak Timur
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105112,PEUREULAK BARAT,110318,Peureulak Barat
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105120,RANTO PEUREULAK,110310,Ranto Peureulak
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105130,IDI RAYEUK,110303,Idi Rayeuk
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105131,PEUDAWA,110316,Peudawa
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105132,BANDA ALAM,110315,Banda Alam
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105133,IDI TUNONG,110314,Idi Tunong
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105134,DARUL IHSAN,110321,Darul Ihsan
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105135,IDI TIMUR,110323,Idi Timur
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105140,DARUL AMAN,110301,Darul Aman
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105150,NURUSSALAM,110306,Nurussalam
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105151,DARUL FALAH,110322,Darul Falah
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105160,JULOK,110302,Julok
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105161,INDRA MAKMUR,110313,Indra Makmu
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105170,PANTE BIDARI,110311,Pante Bidari
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105180,SIMPANG ULIM,110309,Simpang Ulim
11,ACEH,11,ACEH,1105,KAB. ACEH TIMUR,1103,KAB. ACEH TIMUR,1105181,MADAT,110312,Madat
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106010,LINGE,110401,Linge
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106011,ATU LINTANG,110418,Atu Lintang
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106012,JAGONG JEGET,110419,Jagong Jeget
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106020,BINTANG,110408,Bintang
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106031,LUT TAWAR,110417,Laut Tawar
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106032,KEBAYAKAN,110411,Kebayakan
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106040,PEGASING,110407,Pegasing
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106041,BIES,110420,Bies
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106050,BEBESEN,110403,Bebesen
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106051,KUTE PANANG,110412,Kute Panang
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106060,SILIH NARA,110402,Silih Nara
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106061,KETOL,110410,Ketol
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106062,CELALA,110413,Celala
11,ACEH,11,ACEH,1106,KAB. ACEH TENGAH,1104,KAB. ACEH TENGAH,1106063,RUSIP ANTARA,110421,Rusip Antara
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107050,JOHAN PAHLAWAN,110501,Johan Pahlawan
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107060,SAMATIGA,110505,Samatiga
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107061,BUBON,110506,Bubon
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107062,ARONGAN LAMBALEK,110507,Arongan Lambalek
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107070,WOYLA,110504,Woyla
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107071,WOYLA BARAT,110510,Woyla Barat
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107072,WOYLA TIMUR,110511,Woyla Timur
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107080,KAWAY XVI,110502,Kaway XVI
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107081,MEUREUBO,110509,Meureubo
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107082,PANTE CEUREUMEN,110508,Pante Ceureumen
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107083,PANTON REU,110512,Panton Reu
11,ACEH,11,ACEH,1107,KAB. ACEH BARAT,1105,KAB. ACEH BARAT,1107090,SUNGAI MAS,110503,Sungai Mas
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108010,LHOONG,110601,Lhoong
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108020,LHOKNGA,110602,Lhoknga
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108021,LEUPUNG,110622,Leupung
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108030,INDRAPURI,110603,Indrapuri
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108031,KUTA COT GLIE,110616,Kuta Cot Glie
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108040,SEULIMEUM,110604,Seulimeum
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108041,KOTA JANTHO,110615,Kota Jantho
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108042,LEMBAH SEULAWAH,110614,Lembah Seulawah
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108050,MESJID RAYA,110609,Mesjid Raya
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108060,DARUSSALAM,110612,Darussalam
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108061,BAITUSSALAM,110620,Baitussalam
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108070,KUTA BARO,110611,Kuta Baro
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108080,MONTASIK,110605,Montasik
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108081,BLANG BINTANG,110623,Blang Bintang
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108090,INGIN JAYA,110610,Ingin Jaya
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108091,KRUENG BARONA JAYA,110621,Krueng Barona Jaya
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108100,SUKA MAKMUR,110606,Sukamakmur
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108101,KUTA MALAKA,110617,Kuta Malaka
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108102,SIMPANG TIGA,110618,Simpang Tiga
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108110,DARUL IMARAH,110607,Darul Imarah
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108111,DARUL KAMAL,110619,Darul Kamal
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108120,PEUKAN BADA,110608,Peukan Bada
11,ACEH,11,ACEH,1108,KAB. ACEH BESAR,1106,KAB. ACEH BESAR,1108130,PULO ACEH,110613,Pulo Aceh
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109010,GEUMPANG,110705,Geumpang
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109011,MANE,110727,Mane
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109070,GLUMPANG TIGA,110706,Glumpang Tiga
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109071,GLUMPANG BARO,110729,Glumpang Baro
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109080,MUTIARA,110713,Mutiara
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109081,MUTIARA TIMUR,110724,Mutiara Timur
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109090,TIRO/TRUSEB,110721,Tiro/Truseb
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109100,TANGSE,110719,Tangse
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109111,KEUMALA,110722,Keumala
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109112,TITEUE,110731,Titeue
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109120,SAKTI,110717,Sakti
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109130,MILA,110711,Mila
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109140,PADANG TIJI,110714,Padang Tiji
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109150,DELIMA,110704,Delima
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109151,GRONG GRONG,110725,Grong-grong
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109160,INDRAJAYA,110707,Indrajaya
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109170,PEUKAN BARO,110715,Peukan Baro
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109180,KEMBANG TANJONG,110708,Kembang Tanjong
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109190,SIMPANG TIGA,110718,Simpang Tiga
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109200,KOTA SIGLI,110709,Kota Sigli
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109210,PIDIE,110716,Pidie
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109220,BATEE,110703,Batee
11,ACEH,11,ACEH,1109,KAB. PIDIE,1107,KAB. PIDIE,1109230,MUARA TIGA,110712,Muara Tiga
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110010,SAMALANGA,111101,Samalanga
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110011,SIMPANG MAMPLAM,111111,Simpang Mamplam
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110020,PANDRAH,111108,Pandrah
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110030,JEUNIEB,111102,Jeunieb
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110031,PEULIMBANG,111112,Peulimbang
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110040,PEUDADA,111103,Peudada
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110050,JULI,111109,Juli
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110060,JEUMPA,111104,Jeumpa
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110061,KOTA JUANG,111113,Kota Juang
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110062,KUALA,111114,Kuala
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110070,JANGKA,111110,Jangka
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110080,PEUSANGAN,111105,Peusangan
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110081,PEUSANGAN SELATAN,111116,Peusangan Selatan
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110082,PEUSANGAN SIBLAH KRUENG,111115,Peusangan Siblah Krueng
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110090,MAKMUR,111106,Makmur
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110100,GANDA PURA,111107,Gandapura
11,ACEH,11,ACEH,1110,KAB. BIREUEN,1111,KAB. BIREUEN,1110101,KUTA BLANG,111117,Kuta Blang
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111010,SAWANG,110815,Sawang
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111020,NISAM,110816,Nisam
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111021,NISAM ANTARA,110827,Nisam Antara
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111022,BANDA BARO,110826,Banda Baro
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111030,KUTA MAKMUR,110803,Kuta Makmur
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111031,SIMPANG KERAMAT,110822,Simpang Kramat
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111040,SYAMTALIRA BAYU,110811,Syamtalira Bayu
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111041,GEUREUDONG PASE,110825,Geuredong Pase
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111050,MEURAH MULIA,110807,Meurah Mulia
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111060,MATANGKULI,110805,Matangkuli
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111061,PAYA BAKONG,110820,Paya Bakong
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111062,PIRAK TIMU,110824,Pirak Timur
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111070,COT GIREK,110817,Cot Girek
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111080,TANAH JAMBO AYE,110814,T. Jambo Aye
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111081,LANGKAHAN,110818,Langkahan
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111090,SEUNUDDON,110809,Seunuddon
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111100,BAKTIYA,110801,Baktiya
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111101,BAKTIYA BARAT,110819,Baktiya Barat
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111110,LHOKSUKON,110804,Lhoksukon
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111120,TANAH LUAS,110812,Tanah Luas
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111121,NIBONG,110821,Nibong
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111130,SAMUDERA,110808,Samudera
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111140,SYAMTALIRA ARON,110810,Syamtalira Aron
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111150,TANAH PASIR,110813,Tanah Pasir
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111151,LAPANG,110823,Lapang
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111160,MUARA BATU,110806,Muara Batu
11,ACEH,11,ACEH,1111,KAB. ACEH UTARA,1108,KAB. ACEH UTARA,1111170,DEWANTARA,110802,Dewantara
11,ACEH,11,ACEH,1112,KAB. ACEH BARAT DAYA,1112,KAB. ACEH BARAT DAYA,1112010,MANGGENG,111203,Manggeng
11,ACEH,11,ACEH,1112,KAB. ACEH BARAT DAYA,1112,KAB. ACEH BARAT DAYA,1112011,LEMBAH SABIL,111209,Lembah Sabil
11,ACEH,11,ACEH,1112,KAB. ACEH BARAT DAYA,1112,KAB. ACEH BARAT DAYA,1112020,TANGAN-TANGAN,111202,Tangan-Tangan
